,house_id,image,objects,probabilities
0,792,a819cf5b4d2aadaddb27fd909567b47a1fd8b8d8.jpg,car,0.9896640777587891
0,793,19a2ccea507e3f89c52d4947e73bd5db430b5bbe.jpg,car,0.9913994073867798
0,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.9664515256881714
1,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.9491399526596069
2,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.928441047668457
3,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.8787840604782104
4,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.8454566597938538
5,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.8351730704307556
6,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.826747715473175
7,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.7959884405136108
8,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.7412413954734802
9,795,5997d2ea6191c806a97d41c5a808d1f3b21c7780.jpg,car,0.652764081954956
0,798,7c852178b7369fbc89384c298e473015180350a6.jpg,car,0.8466997742652893
1,798,7c852178b7369fbc89384c298e473015180350a6.jpg,car,0.8092982769012451
2,798,7c852178b7369fbc89384c298e473015180350a6.jpg,car,0.7521210312843323
3,798,7c852178b7369fbc89384c298e473015180350a6.jpg,car,0.7110488414764404
4,798,7c852178b7369fbc89384c298e473015180350a6.jpg,car,0.5659021139144897
5,798,7c852178b7369fbc89384c298e473015180350a6.jpg,car,0.5602245926856995
0,799,4b11a7c360af0bc5abc5b28900d9fabd9d4302fd.jpg,vase,0.9982770085334778
1,799,4b11a7c360af0bc5abc5b28900d9fabd9d4302fd.jpg,chair,0.9960899949073792
2,799,4b11a7c360af0bc5abc5b28900d9fabd9d4302fd.jpg,diningtable,0.9883341193199158
3,799,4b11a7c360af0bc5abc5b28900d9fabd9d4302fd.jpg,chair,0.9511938095092773
4,799,4b11a7c360af0bc5abc5b28900d9fabd9d4302fd.jpg,sofa,0.938926100730896
5,799,4b11a7c360af0bc5abc5b28900d9fabd9d4302fd.jpg,pottedplant,0.7354562282562256
0,801,e800cf443a4864137dd8f93a9c35dfd14fdecee4.jpg,boat,0.8913966417312622
1,801,e800cf443a4864137dd8f93a9c35dfd14fdecee4.jpg,person,0.6901504397392273
2,801,e800cf443a4864137dd8f93a9c35dfd14fdecee4.jpg,person,0.5097445845603943
0,803,47a34aa9e1e8281e592af3de2885393612f0cc69.jpg,car,0.9396721124649048
0,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.9847128391265869
1,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,car,0.9807574152946472
2,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,car,0.9754201769828796
3,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,car,0.8406603932380676
4,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,bicycle,0.8359354734420776
5,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.8226017951965332
6,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.656873345375061
7,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.6453620791435242
8,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.558885931968689
9,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.5351395606994629
10,804,5779067f278360d18f9a0f1f449b323205b63e3a.jpg,person,0.534168004989624
0,807,9f821985d1ae6b8d98eed996cbcbba77b47640dd.jpg,car,0.8080102801322937
1,807,9f821985d1ae6b8d98eed996cbcbba77b47640dd.jpg,person,0.5406103134155273
0,808,c4ac69538695d8fbe2585fdd1521f5893b445d34.jpg,car,0.8808514475822449
1,808,c4ac69538695d8fbe2585fdd1521f5893b445d34.jpg,boat,0.8489276766777039
2,808,c4ac69538695d8fbe2585fdd1521f5893b445d34.jpg,car,0.7826884984970093
0,809,8d300afea520116a2c8069af191d2caeec6f8355.jpg,car,0.9877303242683411
0,814,fc2c5f2c5c74f9274076972c185067f8c8efcd3b.jpg,bench,0.8419977426528931
0,816,189c438dee6725e865c5c2c313a0f44918335677.jpg,pottedplant,0.8096598386764526
1,816,189c438dee6725e865c5c2c313a0f44918335677.jpg,pottedplant,0.788749098777771
2,816,189c438dee6725e865c5c2c313a0f44918335677.jpg,pottedplant,0.7590774893760681
3,816,189c438dee6725e865c5c2c313a0f44918335677.jpg,pottedplant,0.5304934978485107
0,818,dfae9e42b5730fcf3ed8cfa25bfc7124e38db2ec.jpg,pottedplant,0.8077191114425659
1,818,dfae9e42b5730fcf3ed8cfa25bfc7124e38db2ec.jpg,pottedplant,0.7504461407661438
0,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9996911883354187
1,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9979152083396912
2,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9936609268188477
3,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9846539497375488
4,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9780141115188599
5,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9702574014663696
6,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9446351528167725
7,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.9382542371749878
8,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.8913607597351074
9,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.8555048704147339
10,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.673119306564331
11,819,705383b0ac9199ac6fe65432e84b415132c0d561.jpg,car,0.5487562417984009
0,824,e63e9ffeb7c52004a17fc36a56ac6506ee0efbb7.jpg,car,0.9600546360015869
0,826,afe727833b481545fdd8c6a5b2ba5da1d52fea61.jpg,car,0.9974207878112793
1,826,afe727833b481545fdd8c6a5b2ba5da1d52fea61.jpg,car,0.9947270750999451
2,826,afe727833b481545fdd8c6a5b2ba5da1d52fea61.jpg,car,0.923582911491394
3,826,afe727833b481545fdd8c6a5b2ba5da1d52fea61.jpg,person,0.62349534034729
0,827,d7df2bb5b6caa21fef09cb4e55b23e0f8fe34b77.jpg,car,0.7756187915802002
0,828,a763f82fac473e9bb597a117320b0a59facbe3e0.jpg,pottedplant,0.7331950068473816
1,828,a763f82fac473e9bb597a117320b0a59facbe3e0.jpg,bench,0.6822874546051025
2,828,a763f82fac473e9bb597a117320b0a59facbe3e0.jpg,pottedplant,0.6427152752876282
0,830,709018021662d96789c3436e1b5008cd4795c58a.jpg,car,0.9809646010398865
0,831,0301f3af7df7282b46497a80c7162f7f94aeab1a.jpg,car,0.9910974502563477
1,831,0301f3af7df7282b46497a80c7162f7f94aeab1a.jpg,bicycle,0.8003197312355042
2,831,0301f3af7df7282b46497a80c7162f7f94aeab1a.jpg,bicycle,0.7023115754127502
3,831,0301f3af7df7282b46497a80c7162f7f94aeab1a.jpg,car,0.5742623805999756
4,831,0301f3af7df7282b46497a80c7162f7f94aeab1a.jpg,bicycle,0.5485876798629761
5,831,0301f3af7df7282b46497a80c7162f7f94aeab1a.jpg,bicycle,0.5282334089279175
0,833,70caf26ecc457d99511c4942a5be50feb439a2ff.jpg,car,0.9985840916633606
1,833,70caf26ecc457d99511c4942a5be50feb439a2ff.jpg,car,0.9958233833312988
2,833,70caf26ecc457d99511c4942a5be50feb439a2ff.jpg,bench,0.6323192119598389
0,836,0feb0ddfbf00d788eee24ca5d8162b2d0e202f60.jpg,pottedplant,0.8902867436408997
1,836,0feb0ddfbf00d788eee24ca5d8162b2d0e202f60.jpg,pottedplant,0.8646358251571655
2,836,0feb0ddfbf00d788eee24ca5d8162b2d0e202f60.jpg,pottedplant,0.853801429271698
3,836,0feb0ddfbf00d788eee24ca5d8162b2d0e202f60.jpg,pottedplant,0.7048898935317993
0,838,fe2e2169dc5c8ec913469ae495fa2eab06fab75d.jpg,bench,0.8576392531394958
1,838,fe2e2169dc5c8ec913469ae495fa2eab06fab75d.jpg,sofa,0.8524758219718933
2,838,fe2e2169dc5c8ec913469ae495fa2eab06fab75d.jpg,bench,0.6435539722442627
3,838,fe2e2169dc5c8ec913469ae495fa2eab06fab75d.jpg,bench,0.5473623871803284
0,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.9949263334274292
1,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.9945204257965088
2,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.9763911366462708
3,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.9705588817596436
4,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.6031863689422607
5,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.5949988961219788
6,839,317adbc1d88ae021d3b88f14fe7be3f956a25afd.jpg,car,0.565811276435852
0,840,5ea76b078aeb019e1efe912f2c1d229afd854634.jpg,car,0.9971740245819092
1,840,5ea76b078aeb019e1efe912f2c1d229afd854634.jpg,bicycle,0.8002698421478271
2,840,5ea76b078aeb019e1efe912f2c1d229afd854634.jpg,car,0.7543177008628845
0,842,6bcafc3997e6982aca5980e53b6959030e053d4f.jpg,car,0.9996935725212097
1,842,6bcafc3997e6982aca5980e53b6959030e053d4f.jpg,car,0.9968850612640381
2,842,6bcafc3997e6982aca5980e53b6959030e053d4f.jpg,car,0.9242561459541321
0,844,7c09a38c7616458ab1061ec6f53cbbadd494f74f.jpg,car,0.9997749328613281
1,844,7c09a38c7616458ab1061ec6f53cbbadd494f74f.jpg,car,0.9993688464164734
0,845,4de0a31fe0af9c7e12294cd7103b1ae80b023617.jpg,car,0.6136026382446289
1,845,4de0a31fe0af9c7e12294cd7103b1ae80b023617.jpg,car,0.561622142791748
2,845,4de0a31fe0af9c7e12294cd7103b1ae80b023617.jpg,car,0.5435594916343689
0,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9985155463218689
1,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9980891942977905
2,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9975531697273254
3,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9955326914787292
4,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9924834370613098
5,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9882193207740784
6,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9820117950439453
7,846,d057ec5b6b931d097a2e3b834b3a989162c5edbf.jpg,car,0.9322956800460815
0,847,d67b298effedae41bdd13978518e46991157acce.jpg,car,0.9150856137275696
1,847,d67b298effedae41bdd13978518e46991157acce.jpg,car,0.8789896368980408
2,847,d67b298effedae41bdd13978518e46991157acce.jpg,car,0.6208086013793945
0,850,99f463588923d151c8873f52b991eff6f4694ca5.jpg,car,0.9973511695861816
1,850,99f463588923d151c8873f52b991eff6f4694ca5.jpg,car,0.9889090657234192
2,850,99f463588923d151c8873f52b991eff6f4694ca5.jpg,car,0.9861518144607544
3,850,99f463588923d151c8873f52b991eff6f4694ca5.jpg,car,0.8192325234413147
4,850,99f463588923d151c8873f52b991eff6f4694ca5.jpg,car,0.6910780668258667
5,850,99f463588923d151c8873f52b991eff6f4694ca5.jpg,car,0.5453140735626221
0,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.9975994229316711
1,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.9717044234275818
2,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.9551510214805603
3,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.853960394859314
4,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.754193902015686
5,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.6377766728401184
6,851,7ee1957b62636770cb282132525af1a5278934eb.jpg,car,0.5002230405807495
0,852,ffc4b125defd52939e558f6ec6a3924261e27aa8.jpg,car,0.9920367002487183
1,852,ffc4b125defd52939e558f6ec6a3924261e27aa8.jpg,car,0.9669850468635559
2,852,ffc4b125defd52939e558f6ec6a3924261e27aa8.jpg,person,0.5410847067832947
0,853,0c7d200047ed817cc92c6034d018991d60abb492.jpg,refrigerator,0.563665509223938
0,854,bb4e3b84c5bd28e7e57816656241c11b07602528.jpg,sofa,0.9989994168281555
1,854,bb4e3b84c5bd28e7e57816656241c11b07602528.jpg,vase,0.94010990858078
2,854,bb4e3b84c5bd28e7e57816656241c11b07602528.jpg,pottedplant,0.7930858731269836
3,854,bb4e3b84c5bd28e7e57816656241c11b07602528.jpg,pottedplant,0.7658126950263977
4,854,bb4e3b84c5bd28e7e57816656241c11b07602528.jpg,vase,0.6467926502227783
5,854,bb4e3b84c5bd28e7e57816656241c11b07602528.jpg,pottedplant,0.5332016944885254
0,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.965273380279541
1,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,bicycle,0.954342782497406
2,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.9363985061645508
3,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.9211318492889404
4,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.9081224799156189
5,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,bus,0.9014999270439148
6,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.8864260315895081
7,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,person,0.8290557861328125
8,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,traffic light,0.8037647008895874
9,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.7886034250259399
10,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.7621830701828003
11,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.6554712057113647
12,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.6519416570663452
13,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,car,0.5995698571205139
14,857,3d1db1b0ed045f80167063956f0a8540f2305cc9.jpg,bicycle,0.5693634748458862
0,859,ad007e15eec6f5419fd6053defd50d43a8705377.jpg,car,0.9988776445388794
1,859,ad007e15eec6f5419fd6053defd50d43a8705377.jpg,car,0.6348670125007629
2,859,ad007e15eec6f5419fd6053defd50d43a8705377.jpg,car,0.5513051152229309
0,860,cc46c3f9e022030fa3ac1752c231d2199d063b3d.jpg,bicycle,0.8849667906761169
1,860,cc46c3f9e022030fa3ac1752c231d2199d063b3d.jpg,bench,0.6654972434043884
0,861,65d7284fc7ac936e21be3e963c0e2291ab5d046d.jpg,car,0.9959715008735657
1,861,65d7284fc7ac936e21be3e963c0e2291ab5d046d.jpg,car,0.9101950526237488
2,861,65d7284fc7ac936e21be3e963c0e2291ab5d046d.jpg,pottedplant,0.5408698916435242
0,862,556ac877b670df883c27039acc692d6e97abafbb.jpg,person,0.9789604544639587
1,862,556ac877b670df883c27039acc692d6e97abafbb.jpg,person,0.9592975974082947
2,862,556ac877b670df883c27039acc692d6e97abafbb.jpg,person,0.9119569659233093
3,862,556ac877b670df883c27039acc692d6e97abafbb.jpg,person,0.7942869067192078
4,862,556ac877b670df883c27039acc692d6e97abafbb.jpg,person,0.7104962468147278
0,866,cfd42215176430096b52647d7b904ab8a64f4de3.jpg,bicycle,0.7666250467300415
0,868,ae054535e81c1f21dc49aff1d97b72a18479765d.jpg,person,0.9863091707229614
1,868,ae054535e81c1f21dc49aff1d97b72a18479765d.jpg,person,0.9862276911735535
2,868,ae054535e81c1f21dc49aff1d97b72a18479765d.jpg,person,0.8361075520515442
0,869,d73dd8d87115e31507c063a54fae45751f7fe85f.jpg,person,0.9863091707229614
1,869,d73dd8d87115e31507c063a54fae45751f7fe85f.jpg,person,0.9862276911735535
2,869,d73dd8d87115e31507c063a54fae45751f7fe85f.jpg,person,0.8361075520515442
0,870,6f376cd1485482cd560b485303f03d12ac0d0d80.jpg,car,0.9950088858604431
1,870,6f376cd1485482cd560b485303f03d12ac0d0d80.jpg,person,0.9742725491523743
2,870,6f376cd1485482cd560b485303f03d12ac0d0d80.jpg,person,0.9573657512664795
3,870,6f376cd1485482cd560b485303f03d12ac0d0d80.jpg,person,0.533236026763916
0,871,06665e763fac5c9aba9090e140234838bf1ed0ad.jpg,car,0.9262945055961609
0,872,6eabd84d3a78c35f10353c93324a35bf7190aab3.jpg,car,0.8687475323677063
1,872,6eabd84d3a78c35f10353c93324a35bf7190aab3.jpg,car,0.5081866979598999
0,873,0e9f25cc2bd711960dc92482609db1ebb12e0761.jpg,car,0.9967779517173767
1,873,0e9f25cc2bd711960dc92482609db1ebb12e0761.jpg,car,0.9964034557342529
2,873,0e9f25cc2bd711960dc92482609db1ebb12e0761.jpg,car,0.975226640701294
3,873,0e9f25cc2bd711960dc92482609db1ebb12e0761.jpg,car,0.9656662940979004
4,873,0e9f25cc2bd711960dc92482609db1ebb12e0761.jpg,car,0.8557974696159363
0,875,0838db4099f008941ec00f51f605df9391ed487a.jpg,car,0.9927046298980713
1,875,0838db4099f008941ec00f51f605df9391ed487a.jpg,pottedplant,0.8444453477859497
0,876,688d4647c187c91531ddbd3d3f5046cbe0c996bb.jpg,bench,0.8523484468460083
0,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,car,0.9961530566215515
1,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,person,0.9945392608642578
2,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,car,0.9812186360359192
3,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,bicycle,0.9783701300621033
4,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,person,0.9740818738937378
5,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,car,0.9522072672843933
6,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,person,0.9057191610336304
7,877,5b40df3a10c5733a8e27a0ec67ca1f8a7c6d1862.jpg,person,0.501252293586731
0,879,18d8e4d65b72fb14ac45c0ea782c5a46cadca591.jpg,car,0.9981019496917725
1,879,18d8e4d65b72fb14ac45c0ea782c5a46cadca591.jpg,car,0.991313636302948
2,879,18d8e4d65b72fb14ac45c0ea782c5a46cadca591.jpg,car,0.9834811687469482
0,881,e4080e8b6c1216545658fed3637bc146903ebe73.jpg,car,0.9980008006095886
1,881,e4080e8b6c1216545658fed3637bc146903ebe73.jpg,person,0.9551741480827332
2,881,e4080e8b6c1216545658fed3637bc146903ebe73.jpg,person,0.9123175144195557
3,881,e4080e8b6c1216545658fed3637bc146903ebe73.jpg,person,0.8457869291305542
0,882,3d84a84cf6229de551d9ae82e32c439cc35dd9a3.jpg,bicycle,0.8075944781303406
0,883,7355070c31682c484ae13107030eb4f801f60476.jpg,person,0.6529554128646851
0,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,person,0.9990687370300293
1,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,person,0.9967830181121826
2,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,person,0.9953828454017639
3,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.7964691519737244
4,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,person,0.7169159650802612
5,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.7005296945571899
6,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.677203893661499
7,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.6551063060760498
8,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.6341981291770935
9,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.6161555051803589
10,884,c4292e3fb3c82851dc1d35b8a12c06975ca1ee0a.jpg,bird,0.5317771434783936
0,885,a6227647ea32b18564846dface2f934c7dada4a5.jpg,sofa,0.8675854206085205
0,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,car,0.9900422096252441
1,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,person,0.9842061400413513
2,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,car,0.9781147837638855
3,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,person,0.9762216806411743
4,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,person,0.9620667695999146
5,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,car,0.9166694283485413
6,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,car,0.9151427745819092
7,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,person,0.8768718838691711
8,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,person,0.8746342658996582
9,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,car,0.8097301125526428
10,887,408197081c9a2ea858ef3b399d53daef60c15018.jpg,person,0.7176135182380676
0,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,person,0.9979133605957031
1,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,person,0.9511587619781494
2,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,person,0.9109787344932556
3,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,person,0.8798009157180786
4,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,car,0.8347002863883972
5,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,person,0.5796554088592529
6,888,e88589007d4246dd804f57eb41ffb75da4a8026c.jpg,person,0.5555079579353333
0,889,0d0ad69d06356246d4e9867d3f34a1bb6f536b7b.jpg,car,0.7245481014251709
0,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,boat,0.9691166877746582
1,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.9682486653327942
2,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.9217455983161926
3,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.9147949814796448
4,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.9080865979194641
5,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.8145005702972412
6,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.8016930818557739
7,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.8000892996788025
8,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.7727326154708862
9,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.7598845958709717
10,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.7342078685760498
11,890,84a5e8d243523c4d60164cdf1d246815bba54f43.jpg,person,0.542565643787384
0,891,476a0bf5c5c33d3b98e3dee231f6aad04ff87f23.jpg,car,0.9545993804931641
0,892,e102ded4888832fcec23984248ff30e84396f4af.jpg,person,0.9987666606903076
1,892,e102ded4888832fcec23984248ff30e84396f4af.jpg,person,0.9285798668861389
2,892,e102ded4888832fcec23984248ff30e84396f4af.jpg,person,0.8839021325111389
3,892,e102ded4888832fcec23984248ff30e84396f4af.jpg,person,0.8236607909202576
4,892,e102ded4888832fcec23984248ff30e84396f4af.jpg,person,0.7620775699615479
5,892,e102ded4888832fcec23984248ff30e84396f4af.jpg,person,0.7529069781303406
0,893,c0564ffee3c3daaa54a8113efaae013960af9b53.jpg,bicycle,0.9880032539367676
1,893,c0564ffee3c3daaa54a8113efaae013960af9b53.jpg,person,0.9808472394943237
2,893,c0564ffee3c3daaa54a8113efaae013960af9b53.jpg,person,0.9781667590141296
3,893,c0564ffee3c3daaa54a8113efaae013960af9b53.jpg,person,0.958652913570404
4,893,c0564ffee3c3daaa54a8113efaae013960af9b53.jpg,car,0.8848721981048584
5,893,c0564ffee3c3daaa54a8113efaae013960af9b53.jpg,pottedplant,0.8228654861450195
0,894,0961412310d146426d82e0524a504ff42fa7cf01.jpg,car,0.9982665777206421
1,894,0961412310d146426d82e0524a504ff42fa7cf01.jpg,car,0.9891397953033447
2,894,0961412310d146426d82e0524a504ff42fa7cf01.jpg,car,0.9436484575271606
3,894,0961412310d146426d82e0524a504ff42fa7cf01.jpg,person,0.8241175413131714
4,894,0961412310d146426d82e0524a504ff42fa7cf01.jpg,person,0.6027891635894775
0,897,be8adeba4077ae7c70ae07291b2e53dbb4e74220.jpg,car,0.9994258284568787
1,897,be8adeba4077ae7c70ae07291b2e53dbb4e74220.jpg,car,0.9915453791618347
2,897,be8adeba4077ae7c70ae07291b2e53dbb4e74220.jpg,bicycle,0.8456254601478577
3,897,be8adeba4077ae7c70ae07291b2e53dbb4e74220.jpg,person,0.7856606245040894
4,897,be8adeba4077ae7c70ae07291b2e53dbb4e74220.jpg,person,0.5074876546859741
0,898,ad4ba2a5dd82ddd87681528e5e428ec03452b6aa.jpg,car,0.9994258284568787
1,898,ad4ba2a5dd82ddd87681528e5e428ec03452b6aa.jpg,car,0.9915453791618347
2,898,ad4ba2a5dd82ddd87681528e5e428ec03452b6aa.jpg,bicycle,0.8456254601478577
3,898,ad4ba2a5dd82ddd87681528e5e428ec03452b6aa.jpg,person,0.7856606245040894
4,898,ad4ba2a5dd82ddd87681528e5e428ec03452b6aa.jpg,person,0.5074876546859741
0,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,person,0.9976063966751099
1,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,person,0.993981122970581
2,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,person,0.9869545698165894
3,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,person,0.8762525320053101
4,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,person,0.7358788847923279
5,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,bench,0.54708331823349
6,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,bicycle,0.5220174193382263
7,899,e77255fb8a755058c4a5462f1b98b4a974956308.jpg,bird,0.5207116603851318
0,900,aff3a4df2cd604d6be2c013edeec0e76daa9bf02.jpg,car,0.9994258284568787
1,900,aff3a4df2cd604d6be2c013edeec0e76daa9bf02.jpg,car,0.9915453791618347
2,900,aff3a4df2cd604d6be2c013edeec0e76daa9bf02.jpg,bicycle,0.8456254601478577
3,900,aff3a4df2cd604d6be2c013edeec0e76daa9bf02.jpg,person,0.7856606245040894
4,900,aff3a4df2cd604d6be2c013edeec0e76daa9bf02.jpg,person,0.5074876546859741
0,901,ff2fd6e4cbff02736f1678aa6a447993d9fd2c0f.jpg,car,0.9945886731147766
1,901,ff2fd6e4cbff02736f1678aa6a447993d9fd2c0f.jpg,car,0.9881197810173035
0,902,633f3a9b99d6a7a8c5b6fe35e4774fa84b10e114.jpg,person,0.9952437281608582
1,902,633f3a9b99d6a7a8c5b6fe35e4774fa84b10e114.jpg,car,0.9916129112243652
2,902,633f3a9b99d6a7a8c5b6fe35e4774fa84b10e114.jpg,car,0.9822443127632141
3,902,633f3a9b99d6a7a8c5b6fe35e4774fa84b10e114.jpg,person,0.9359412789344788
4,902,633f3a9b99d6a7a8c5b6fe35e4774fa84b10e114.jpg,person,0.9046599268913269
0,903,559150bfd692854cd6ed543ed407eb85b226827b.jpg,car,0.9974504113197327
1,903,559150bfd692854cd6ed543ed407eb85b226827b.jpg,car,0.9973365664482117
