SalesAgent,ReviewType,Reviews,ReviewScore,ReviewDate
AMB Makelaars Vught I Qualis,Sale reviews,Makelaar AMB voldeed uitstekend aan mijn verwachtingen. In een eerste gesprek besproken wat verstandig was om te doen. Wanneer in de verkoop zetten in verband met een persoonlijke wensen en de markt. Hoe de verkoop te brengen. Wat laten staan en wat niet laten staan. Een goed persoonlijk advies waar ik wat mee kon. Foto’s en omschrijving zijn in goed overleg gemaakt en gepresenteerd In de tijd van bezichtiging ruim op tijd te horen gekregen wanneer een bezichtiging was. Waren altijd op tijd. De uiteindelijke verkoop is in goed overleg gegaan. al met al zeer tevreden t/m de laatste administratieveafhandelingen.,10.0,28 March 2019
Antoon Verkaik Makelaardij o.g.,Sale reviews,"in de loop der jaren al heel wat makelaars meegemaakt, helaas zijn de meesten (ook van bekende kantoren) onbeleefd, doen niets voor je als verkoper, verkopen onzin en zijn uitsluitend op de provisie uit. In Antoon Verkaik eindelijk iemand ontmoet die het wel begrijpt, vakkundig, nette verschijning, gemanierd en komt zijn afspraken na.Antoon kan ik van harte aanbevelen, huis zeer snel verkocht en zoals ik dat wenste!100 punten.",10.0,15 November 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Antoon kent de markt, weet wat ik als verkoper belangrijk vind (tempo, op de hoogte gehouden worden, realistisch meedenken) en wist al snel kopers te vinden en de deal te doen. Het is de zoveelste deal die ik met Antoon doe en de zorgvuldigheid/nauwkeurigheid is eerder beter dan slechter geworden. Ik zou deze keer niet weten wat er beter kon...Knap werk!",10.0,13 November 2020
AMB Makelaars Vught I Qualis,Sale reviews,Vanaf eerste gesprek goed gevoel bij AMB makelaarBij keuring huis ook goed begeleid door makelaarPrijs / kwaliteit verhouding was goed,8.0,25 March 2019
Aerssens & Partners makelaars en taxateurs,Sale reviews,Omdat we tijdens de openhuisdag en daarna de verkoop van het pand in het buitenland zatenkonden we zelf niet aanwezig zijn. Ook met de volmacht bij de verkoop was het belangrijk omgoed contact met de makelaar te hebben. Ook veel hulp gehad bij de aanvraag van het energielabel.,10.0,8 December 2017
Aerssens & Partners makelaars en taxateurs,Sale reviews,Bij start koop nieuwe woning en verkoop eigen woning goed en deskundig contact. Na verkoop woning eigenlijk geen contact meer. Het duurde ook erg lang voordat het bord aangepast werd naar Verkocht. ,8.0,3 December 2017
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Zeer prettig contact en deskundige begeleiding bij de verkoop. De woning is in een korte periode naar volle tevredenheid verkocht. Antoon Verkaik kent de markt, schetst een realistisch beeld en communiceert helder en direct. Niets anders dan lof. Zeer aan te bevelen makelaar!",10.0,14 September 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,Het contact verliep heel prettig en professioneel. Antoon heeft verstand van de markt en mij perfect begeleid bij de verkoop van mijn huis. Binnen een week ver boven de vraagprijs verkocht! Hij hield mij goed op de hoogte van de ontwikkelingen. Ik zou hem aan iedereen aanraden.,10.0,3 September 2020
Antoon Verkaik Makelaardij o.g.,Sale reviews,"Antoon is een gepassioneerde makerlaar met liefde voor zijn vak en sterke betrokkenheid bij zijn cliënten, Hij heeft altijd de feiten paraat en weet ""in-depth"" hoe de woningmarkt zich beweegt. Antoon is niet ""phushi"" en we wisten dat de verkoop van onze woning bij hem in goede handen was. Hij had overigens ook al eens eerder een woning van ons verkocht en wederom was alles naar volle tevredenheid. Bedankt voor al je inzet Antoon!",10.0,28 July 2020
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Prima verlopen en woning verkocht binnen een week, doelstelling behaald en komt alle afspraken na. Is zeker aan te raden.",10.0,27 November 2017
Aerssens & Partners makelaars en taxateurs,Sale reviews,"Het contact verliep altijd uitstekend, ook met betrekking tot de verkregen feed-back van de bezichtigingsbezoeken. ",9.0,1 September 2017
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,"Amir van Bommel werd me aangeraden door vrienden die reeds met hem werkten en huizen via hem hadden gevonden. In een onmogelijke doorgedraaide Amsterdamse huizenmarkt waar wij een half jaar lang wanhopig steeds overboden werden, heeft deze held het voor elkaar gekregen om binnen één maand (!!!) 10% onder de vraagprijs een fantastisch appartement voor ons te onderhandelen!! Op een toplocatie, met twee balkons, dat aan al onze wensen voldoet.Door zijn scherpte, rust, eerlijkheid, doortastend optreden en heerlijk plat Amsterdamse humor is dit DE partner in crime die je moet hebben om in 2017 succes te boeken bij de aankoop van een huis. Maar daar stopt hij dan ook niet. Ook in het hele traject wat daarna volgt is hij er bij elke stap om ervoor te zorgen dat alle puntjes op de i staan.Amir, je hebt voor ons een succes behaald wat alle verwachtingen overtreft. Mensen geloven ons niet als ik ze vertel dat wij zoiets moois voor onder de vraagprijs hebben kunnen kopen dankzij jou. Bedankt voor ons fantastisch nieuwe huis. Ik vind je de allerbeste en raadt iedereen aan niet verder te zoeken. Zonder jou is je droomhuis kopen binnen de ring onmogelijk!",10.0,16 December 2016
Aerssens & Partners makelaars en taxateurs,Sale reviews,Een makelaar die we al jaren kennen en constant is in zijn benadering en service,9.0,15 August 2017
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,"De ervaring met de makelaar (Thijs) is door ons als zeer positief ervaren. Thijs was uiterst correct en gaf het juiste advies, Zijn hulp ontsteeg het verwachtingspatroon. Zelfs na de verkoop nam hij nog de moeite om een aantal zaken op te pakken met de VVE van de door ons gekochte woning. Ook de backoffice werkte uiterst snel en efficient. Kortom, een zeer positieve ervaring en wij zullen zonder twijfel iedereen Thijs en AMEO aanraden. ",9.0,2 August 2016
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,Thijs heeft ons enorm goed geholpen en geadviseerd. Hij is deskundig en heel transparent. Hij kan goed uitleggen hoe de markt werkt en wat alles betekent qua clausules en andere termonologie die wordt gebruikt. Verder is hij heel duidelijk en eerlijk. ,9.0,11 May 2016
Ameo Makelaars & Taxateurs - Amsterdam West,Buy reviews,Heel prettig samengewerkt met Thijs. Hij was echt onze steun en toeverlaat. Het is helaas niet gelukt om onder de vraagprijs uit te komen maar in hoeverre dat aan de onderhandeling heeft gelegen is onmogelijk te zeggen. Al met al een goed gevoel over.,8.0,8 March 2016
Anja van de Ven Makelaardij,Sale reviews,"Anja verkoopt geen huis maar en thuis. Ze is gespecialiseerd in vooroorlogse huizen en dat merk je ook aan haar deskundigheid en kennis. Ze heeft al flink wat huizen in onze straat verkocht, dus ze is erg bekend in de buurt. Daarnaast heeft Anja goede connecties met andere makelaars in de regio wat natuurlijk ook handig is. De verkoopbegeleiding was erg goed. Anja laat altijd een stylist langskomen die je voorziet van goede en waardevolle stylingtips en daarna wordt de vaste ""huisfotograaf"" ingepland. Voor wat betreft de bezichtigingen, Anja nam altijd uitgebreid de tijd om ons te debriefen over de bezichtigingen die waren geweest. Anja is een meester in het verkopen van een gevoel. Ze is heel erg betrokken en vind het belangrijk dat mensen een huis kunnen ervaren. Een huis is meer dan vier muren en een dak. Als je dit ook belangrijk vind dan krijg je bij Anja echt waar voor je geld. ",10.0,17 October 2020
Anja van de Ven Makelaardij,Sale reviews,"We ervaren het contact met Anja als zeer prettig. Ze is professioneel, betrokken en kundig. Ze heeft ons al jaren geleden goede adviezen gegeven. Nu sprong ze meteen in toen we een huis op het oog hadden en heeft ons geholpen het huis in een overspannen markt te bemachtigen.Daarna zijn we over tot verkoop gegaan. Goede afstemming over o.a. kijkdagen, hoe het huis te presenteren en goede adviezen bij de onderhandelingen. We zijn zeer tevreden. Anja is onze makelaar wanneer we er een nodig hebben.",8.0,3 October 2020
Anja van de Ven Makelaardij,Sale reviews,"Wij zijn ontzettend tevreden met de begeleiding van Anja van de Ven Makelaardij. Goede kennis, fijn contact, altijd bereikbaar. Kortom wij bevelen haar aan!",9.0,28 September 2020
Anja van de Ven Makelaardij,Sale reviews,Vanuit een eerder contact een fijn verlopen proces met heldere afspraken. Deskundigheid In de markten de inzet van een styliste zorgde voor een sterk geheel. ,9.0,7 September 2020
Anja van de Ven Makelaardij,Sale reviews,Het contact met Anja verliep soepel. De styliste had goede tips voor de presentatie van de woning.We raden Anja van de Ven als makelaar zeker aan. ,8.0,6 September 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,Bijzonder professionele begeleiding en advies. April Makelaars werkt datagericht en baseert daarop het advies. De uiteindelijke verkoopprijs was EUR 1000 hoger dan voorspeld. Het stylingadvies was goed en de fotografie uitmuntend. De backoffice werkt heel snel en precies. Uiteindelijk hebben we er zelf bijzonder weinig werk aan gehad. Ik adviseer April Makelaars aan iedereen.,10.0,16 November 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,"Wij zijn zeer tevreden over April Makelaars en makelaar Martijn Boogaard. Hij was zeer goed op de hoogte van de lokale markt, zowel qua aanbod als qua vraag. Martijn Boogaard heeft veel kennis van de woningen in de buurt en was ook goed op de hoogte van het actuele aanbod in de prijsklasse. Ook de stylistes die voor April Makelaars werken hebben zeer kundige en praktische adviezen gegeven over de inrichting om de woning beter in de markt te zetten. De communicatie met Martijn Boogaard verliep ook zeer soepel en persoonlijk. Wij raden iedereen die zijn of haar woning wil verkopen aan om met deze makelaar in zee te gaan.",10.0,6 November 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,Tweede woning verkocht via April Makelaars naar volle tevredenheid met prima begeleiding en service en heldere communicatie.,8.0,5 November 2020
APRIL MAKELAARS VLEUTEN,Sale reviews,April Makelaars heeft een zeer goede prijs-kwaliteit verhouding. Daarnaast verliepen de contacten prettig en werd er na afloop van de bezichtigingen een heldere terugkoppeling gegeven.,9.0,28 October 2020
Appelman & Deutekom NVM makelaars,Buy reviews,"Onze ervaring met Appelman en Deutekom Makelaars is erg goed! Altijd bereikbaar, goed in communiceren en antwoorden op al onze vragen. Alles werd duidelijk en helder uitgelegd/besproken. Wij zouden deze makelaar aanbevelen.",10.0,4 April 2019
APRIL MAKELAARS VLEUTEN,Sale reviews,"Dank voor de fijne samenwerking Martijn , ook met de andere leden van jullie kantoor heb ik goeie korte lijntjes gehad tijdens al de onderhandelingen nogmaals dank voor alles , mocht ik in de toekomst weer een makelaar nodig hebben zal ik zeker weer naar jullie kantoor gaan . ",10.0,21 October 2020
Appelman & Deutekom NVM makelaars,Buy reviews,"Zeer prettig contact, groot inlevend vermogen en behulpzaam. Wij zijn zeer blij met de aankoop van dit huis.",9.0,29 January 2019
Appelman & Deutekom NVM makelaars,Buy reviews,Goede makelaar met verstand van zaken. Is op de hoogte van de markt in Alkmaar e.o. Martijn heeft mij goed geadviseerd.,9.0,7 January 2019
Appelman & Deutekom NVM makelaars,Buy reviews,"Appelman en Deutekom viel ons al zeer prettig op tijdens de bezichtiging van een andere woning waar zij de verkopende makelaar waren. In zeer korte tijd hebben we daarna samen met Martijn de woning van onze dromen gevonden en gekocht en ook nog eens ontzettend bespaard op de vraagprijs. En dat op een altijd zeer plezierige, positieve en ontspannen wijze. Alle lof voor Appelman en Deutekom!",9.0,30 August 2018
Appelman & Deutekom NVM makelaars,Buy reviews,"Fijn contact, duidelijke informatie over waar je op moet letten, geholpen met zoeken en onderhandelen. Top gegaan! ",10.0,6 March 2018
Appel & Fris Makelaars,Buy reviews,"Apple and Fries Makelaar were always available to help. They were really helpful, commited and listening ! They gave us really good advice and now we got the house we really wanted. Best makelaar in Haarlem",9.8,1 November 2020
Appel & Fris Makelaars,Buy reviews,"Zeer goede makelaar. Prima communicatie, hanteert persoonlijk benadering en verstaat zijn vak. Dankzij hulp van Yde een prachtig huis kunnen aankopen. ",10.8,24 April 2020
Appel & Fris Makelaars,Buy reviews,"Het contact met de de makelaar verliep soepel, eenvoudig bereikbaar. verder dacht hij goed mee en heeft ons goed ondersteund in het aankoop proces. verder vooral ook een prettig mens waarmee het fijn was om samen te werken. Hij kende Haarlem goed en de makelaars van andere kantoren waarmee hij een goede relatie heeft. Dit maakte het proces ook eenvoudiger ",10.8,27 January 2020
Appel & Fris Makelaars,Buy reviews,We zochten een huis waar we goed met zijn vieren konden wonen. Het huis wat we nu gekocht hebben zochten we en de aankoop is gelukt!,8.8,30 November 2019
Appel & Fris Makelaars,Buy reviews,"De snelheid en kundigheid van Appel en Fris Makelaars hebben we als zeer prettig ervaren. Het meedenken, het advies bij de verschillende woningen die we hebben gezien was heel fijn. Daardoor hebben we de juiste keuze kunnen maken voor ons droomhuis en door de vaardigheid van Appel en Fris hebben we het kunnen kopen. We zijn heel blij! We raden deze makelaar echt van harte aan! ",10.8,26 November 2019
Appelman & Deutekom NVM makelaars,Sale reviews,Het contact met de heer Appelman verliep vanaf het eerste moment zeer soepel. Door de juiste aanpak -en anders dan anders werkwijze- is de woning uitstekendverkocht. Een pluim voor de perfecte begeleiding! Zeer plezierig contact en deskundig advies.,10.0,14 April 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"Het contact met - en follow-up van makelaar Angela Korthagen verliep bijzonder prettig en vlot. Informeel, maar correct en gaf ze mij van begin af aan een goed vertrouwen in betrokkenheid, professionaliteit, doortastendheid en kennis van zaken. Eveneens geldend voor de ondersteunende contacten achter de schermen, met haar collega's van Appelman & Deutekom NVM Makelaars. Bedankt Angela!Michel van Dalen",8.0,7 April 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"Goed kennismakingsgesprek, goede inschatting wat de markt ging doen, wel zo fijn bij het verkopen van je huis tijdens de bouw van je nieuwbouwhuis.Twee kijkmomenten gehad, prima verlopen, goede duidelijke terugkoppeling na een kijkmoment. Dat gaf ons als verkoper een fijn gevoel. ",9.0,3 April 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"Appelman en Deutekom makelaars hebben ons enthousiast begeleid bij de aankoop van onze nieuwe woning. Ook de verkoop van onze eigen woning is goed verlopen. Betrokkenheid ten top. De mooie presentatie, accurate aanpak heeft geleid tot een succesvolle, spoedige verkoop.",10.0,29 February 2020
Appelman & Deutekom NVM makelaars,Sale reviews,"Door de professionaliteit en de deskundigheid tijdens het eerste gesprek was de keuze voor Appelman en Deutekom snel gemaakt. De fotograaf heeft onze woning prachtig weergegeven, een echt visitekaartje. Duidelijke contacten voorafgaand aan bezoek en snelle en concrete terugkoppeling achteraf. Efficiënte afhandeling. Extra aandacht was daar toen dat nodig was. Kortom, zeer tevreden over de verleende service en prettige contacten met de medewerkers.",9.0,25 February 2020
Appel & Fris Makelaars,Sale reviews,"Al de 3e keer dat we met Appel & Fris hebben aan- of verkocht. Wederom snel en marktconform verkocht. Perfect. Altijd vriendelijk, reageert snel en persoonlijk contact. Absolute aanrader.",9.5,26 November 2020
Appel & Fris Makelaars,Sale reviews,Yde is een makelaar die het contact met hem laagdrempelig maakt. Zijn presentatie van ons huis op funda was uitstekend. Hij werkt met een heel goede professionele fotograaf. Het voelt als een familiebedrijf en zeker aan te bevelen ,9.5,6 November 2020
